as_of,revenue,eps,available_at
2024-06-30 00:00:00+00:00,507431000.0,2.05,2024-08-14 00:00:00+00:00
2024-09-30 00:00:00+00:00,620119000.0,2.95,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,621665000.0,29.88,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,637554000.0,2.79,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,664574000.0,2.78,2025-08-14 00:00:00+00:00
