as_of,revenue,eps,available_at
2024-06-30 00:00:00+00:00,5703000.0,0.13,2024-08-14 00:00:00+00:00
2024-09-30 00:00:00+00:00,6229000.0,0.2,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,6274000.0,0.38,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,6400000.0,0.31,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,6863000.0,0.45,2025-08-14 00:00:00+00:00
