as_of,revenue,eps,available_at
2024-05-31 00:00:00+00:00,1081825000.0,7.17,2024-07-15 00:00:00+00:00
2024-08-31 00:00:00+00:00,1106721000.0,6.85,2024-10-15 00:00:00+00:00
2024-11-30 00:00:00+00:00,1159390000.0,7.68,2025-01-14 00:00:00+00:00
2025-02-28 00:00:00+00:00,1219523000.0,8.11,2025-04-14 00:00:00+00:00
2025-05-31 00:00:00+00:00,1277017000.0,8.55,2025-07-15 00:00:00+00:00
