as_of,revenue,eps,available_at
2024-06-30 00:00:00+00:00,470338000.0,-0.02,2024-08-14 00:00:00+00:00
2024-09-30 00:00:00+00:00,503566000.0,0.05,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,486693000.0,-0.03,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,549651000.0,-0.04,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,592121000.0,-0.05,2025-08-14 00:00:00+00:00
