date,open,high,low,close
2020-10-29 13:30:00+00:00,413.3999938964844,443.79998779296875,410.0,434.0
2020-10-30 13:30:00+00:00,420.0,439.6000061035156,401.0,439.3999938964844
2020-11-02 14:30:00+00:00,439.20001220703125,441.0,420.0,427.79998779296875
2020-11-03 14:30:00+00:00,426.0,472.79998779296875,426.0,447.0
2020-11-04 14:30:00+00:00,451.6000061035156,499.6000061035156,447.0,484.0
2020-11-05 14:30:00+00:00,488.3999938964844,516.7999877929688,483.6000061035156,491.20001220703125
2020-11-06 14:30:00+00:00,486.0,515.7000122070312,483.79998779296875,497.20001220703125
2020-11-09 14:30:00+00:00,497.79998779296875,497.79998779296875,428.20001220703125,434.79998779296875
2020-11-10 14:30:00+00:00,434.0,450.79998779296875,429.20001220703125,434.6000061035156
2020-11-11 14:30:00+00:00,436.20001220703125,472.6000061035156,436.20001220703125,451.3999938964844
2020-11-12 14:30:00+00:00,444.20001220703125,449.3999938964844,432.20001220703125,439.6000061035156
2020-11-13 14:30:00+00:00,441.79998779296875,447.0,427.6000061035156,435.6000061035156
2020-11-16 14:30:00+00:00,439.0,448.8999938964844,430.0,433.79998779296875
2020-11-17 14:30:00+00:00,431.6000061035156,444.0,427.6000061035156,430.0
2020-11-18 14:30:00+00:00,429.79998779296875,442.79998779296875,421.3999938964844,430.0
2020-11-19 14:30:00+00:00,428.3999938964844,446.1000061035156,427.20001220703125,438.20001220703125
2020-11-20 14:30:00+00:00,435.20001220703125,446.6000061035156,431.20001220703125,440.0
2020-11-23 14:30:00+00:00,442.0,442.0,401.6000061035156,410.3999938964844
2020-11-24 14:30:00+00:00,406.3999938964844,417.0,383.0,394.79998779296875
2020-11-25 14:30:00+00:00,396.79998779296875,402.0,392.6000061035156,399.79998779296875
2020-11-27 14:30:00+00:00,400.79998779296875,404.20001220703125,390.8999938964844,400.0
2020-11-30 14:30:00+00:00,405.0,416.0,394.6000061035156,413.79998779296875
2020-12-01 14:30:00+00:00,413.0,424.0,404.79998779296875,417.6000061035156
2020-12-02 14:30:00+00:00,416.20001220703125,425.0,406.3999938964844,420.0
2020-12-03 14:30:00+00:00,419.6000061035156,419.6000061035156,408.0,412.79998779296875
2020-12-04 14:30:00+00:00,415.0,424.0,395.0,396.79998779296875
2020-12-07 14:30:00+00:00,398.3999938964844,408.0,397.760009765625,403.0
2020-12-08 14:30:00+00:00,401.0,408.79998779296875,400.29998779296875,402.0
2020-12-09 14:30:00+00:00,402.6000061035156,410.0,396.20001220703125,407.79998779296875
2020-12-10 14:30:00+00:00,406.0,417.0,402.0,406.6000061035156
2020-12-11 14:30:00+00:00,402.0,415.20001220703125,400.6000061035156,406.20001220703125
2020-12-14 14:30:00+00:00,410.20001220703125,412.20001220703125,398.20001220703125,409.0
2020-12-15 14:30:00+00:00,411.79998779296875,431.6000061035156,401.55999755859375,417.79998779296875
2020-12-16 14:30:00+00:00,426.6000061035156,453.20001220703125,418.79998779296875,451.0
2020-12-17 14:30:00+00:00,455.3999938964844,485.0,453.79998779296875,473.0
2020-12-18 14:30:00+00:00,469.3999938964844,485.6000061035156,451.0,460.0
2020-12-21 14:30:00+00:00,496.0,497.0,449.6000061035156,471.0
2020-12-22 14:30:00+00:00,472.0,518.5999755859375,461.6000061035156,517.0
2020-12-23 14:30:00+00:00,524.0,564.0,517.7999877929688,563.4000244140625
2020-12-24 14:30:00+00:00,558.2000122070312,579.0,522.4000244140625,549.5999755859375
2020-12-28 14:30:00+00:00,553.7999877929688,555.2999877929688,517.2000122070312,537.0
2020-12-29 14:30:00+00:00,536.5999755859375,565.9000244140625,536.2999877929688,558.5999755859375
2020-12-30 14:30:00+00:00,558.7999877929688,561.4000244140625,548.5,549.2000122070312
2020-12-31 14:30:00+00:00,548.4000244140625,562.2000122070312,537.2000122070312,555.0
2021-01-04 14:30:00+00:00,554.5999755859375,554.5999755859375,530.0,533.0
2021-01-05 14:30:00+00:00,509.6000061035156,538.7999877929688,500.0,525.5999755859375
2021-01-06 14:30:00+00:00,521.0,538.7999877929688,505.6000061035156,508.3999938964844
2021-01-07 14:30:00+00:00,512.5999755859375,520.4000244140625,500.20001220703125,512.2000122070312
2021-01-08 14:30:00+00:00,519.5999755859375,530.2000122070312,505.6000061035156,526.0
2021-01-11 14:30:00+00:00,523.4000244140625,564.4000244140625,514.9000244140625,547.0
2021-01-12 14:30:00+00:00,545.0,551.0,528.2000122070312,548.7999877929688
2021-01-13 14:30:00+00:00,551.2000122070312,558.5999755859375,537.8400268554688,548.0
2021-01-14 14:30:00+00:00,550.7999877929688,571.4000244140625,547.2000122070312,552.0
2021-01-15 14:30:00+00:00,557.5999755859375,564.5999755859375,541.2000122070312,556.5999755859375
2021-01-19 14:30:00+00:00,562.5999755859375,596.280029296875,557.9000244140625,589.4000244140625
2021-01-20 14:30:00+00:00,588.5999755859375,594.5999755859375,559.4000244140625,562.5999755859375
2021-01-21 14:30:00+00:00,564.4000244140625,593.0,549.2999877929688,571.0
2021-01-22 14:30:00+00:00,571.7999877929688,576.2000122070312,554.4000244140625,565.5999755859375
2021-01-25 14:30:00+00:00,573.7999877929688,627.0,573.7999877929688,586.4000244140625
2021-01-26 14:30:00+00:00,586.4000244140625,610.2999877929688,570.7000122070312,607.5999755859375
2021-01-27 14:30:00+00:00,596.7999877929688,656.7999877929688,580.0999755859375,626.7999877929688
2021-01-28 14:30:00+00:00,630.0,641.4000244140625,563.5999755859375,597.5999755859375
2021-01-29 14:30:00+00:00,596.7999877929688,606.2000122070312,558.0,572.0
2021-02-01 14:30:00+00:00,572.0,572.5999755859375,540.0,568.2000122070312
2021-02-02 14:30:00+00:00,568.0,593.7999877929688,562.0,587.4000244140625
2021-02-03 14:30:00+00:00,598.4000244140625,605.5999755859375,581.280029296875,589.4000244140625
2021-02-04 14:30:00+00:00,630.0,630.0,564.2000122070312,573.4000244140625
2021-02-05 14:30:00+00:00,584.7999877929688,606.0,559.0,561.0
