as_of,eps,revenue,available_at
2024-03-31 00:00:00+00:00,-1.04,,2024-05-15 00:00:00+00:00
2024-06-30 00:00:00+00:00,-0.91,123878000.0,2024-08-14 00:00:00+00:00
2024-09-30 00:00:00+00:00,,112743000.0,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,0.16,111508000.0,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,5.05,107013000.0,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,1.24,112530000.0,2025-08-14 00:00:00+00:00
