as_of,revenue,eps,available_at
2024-06-30 00:00:00+00:00,30368000.0,0.51,2024-08-14 00:00:00+00:00
2024-09-30 00:00:00+00:00,31475000.0,0.52,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,34834000.0,0.63,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,35017000.0,0.62,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,37902000.0,0.68,2025-08-14 00:00:00+00:00
