as_of,revenue,available_at
2024-06-30 00:00:00+00:00,5138624.0,2024-08-14 00:00:00+00:00
2024-09-30 00:00:00+00:00,5241889.0,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,-15311724.0,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,7087837.0,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,8175926.0,2025-08-14 00:00:00+00:00
