as_of,revenue,eps,available_at
2024-06-30 00:00:00+00:00,104515000.0,0.84,2024-08-14 00:00:00+00:00
2024-09-30 00:00:00+00:00,117559000.0,0.97,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,107878000.0,0.94,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,105039000.0,0.63,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,84143000.0,0.71,2025-08-14 00:00:00+00:00
