as_of,revenue,eps,available_at
2024-06-30 00:00:00+00:00,579400000.0,-0.423845,2024-08-14 00:00:00+00:00
2024-09-30 00:00:00+00:00,575300000.0,-0.289735,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,454700000.0,-0.655431,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,600300000.0,-0.109253,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,501900000.0,-0.669254,2025-08-14 00:00:00+00:00
