as_of,revenue,eps,available_at
2024-06-30 00:00:00+00:00,9093816.0,-0.13,2024-08-14 00:00:00+00:00
2024-09-30 00:00:00+00:00,8831794.0,-0.52,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,11002517.0,-0.27,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,7968363.0,-0.01,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,9133232.0,0.07,2025-08-14 00:00:00+00:00
