as_of,eps,revenue,available_at
2024-06-30 00:00:00+00:00,-0.02,13247000.0,2024-08-14 00:00:00+00:00
2024-09-30 00:00:00+00:00,0.07,13090000.0,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,0.05,13992000.0,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,0.12,14052000.0,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,-0.02,14490000.0,2025-08-14 00:00:00+00:00
