as_of,revenue,available_at
2024-06-30 00:00:00+00:00,41115000.0,2024-08-14 00:00:00+00:00
2024-09-30 00:00:00+00:00,64320000.0,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,33880000.0,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,36021000.0,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,46394000.0,2025-08-14 00:00:00+00:00
