as_of,eps,revenue,available_at
2024-03-31 00:00:00+00:00,0.27737,,2024-05-15 00:00:00+00:00
2024-06-30 00:00:00+00:00,-0.824598,294352000.0,2024-08-14 00:00:00+00:00
2024-09-30 00:00:00+00:00,-0.96221,220193000.0,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,,698930000.0,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,-0.04073,430392000.0,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,-0.699358,358500000.0,2025-08-14 00:00:00+00:00
