as_of,revenue,eps,available_at
2024-06-30 00:00:00+00:00,17902000.0,-0.32,2024-08-14 00:00:00+00:00
2024-09-30 00:00:00+00:00,16017000.0,4.32,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,13752000.0,-2.08,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,11480000.0,0.04,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,10779000.0,0.17,2025-08-14 00:00:00+00:00
