as_of,revenue,eps,available_at
2024-06-30 00:00:00+00:00,300154000.0,-0.61,2024-08-14 00:00:00+00:00
2024-09-30 00:00:00+00:00,274638000.0,-1.2,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,285227000.0,-2.48,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,392351000.0,0.07,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,283703000.0,0.21,2025-08-14 00:00:00+00:00
