as_of,eps,revenue,available_at
2024-03-31 00:00:00+00:00,-5.93001,,2024-05-15 00:00:00+00:00
2024-06-30 00:00:00+00:00,-1.71,7870.0,2024-08-14 00:00:00+00:00
2024-09-30 00:00:00+00:00,-1.8,6580.0,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,,4512.0,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,-0.96999,940.0,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,-0.97,7475.0,2025-08-14 00:00:00+00:00
