as_of,revenue,available_at
2024-06-30 00:00:00+00:00,80117000.0,2024-08-14 00:00:00+00:00
2024-09-30 00:00:00+00:00,92489000.0,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,100840000.0,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,107979000.0,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,131757000.0,2025-08-14 00:00:00+00:00
