as_of,eps,revenue,available_at
2024-06-30 00:00:00+00:00,1.21,168654000.0,2024-08-14 00:00:00+00:00
2024-09-30 00:00:00+00:00,1.01,174638000.0,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,1.18,174917000.0,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,1.04,176109000.0,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,1.2,179820000.0,2025-08-14 00:00:00+00:00
