as_of,revenue,eps,available_at
2024-07-31 00:00:00+00:00,1548980000.0,1.95,2024-09-14 00:00:00+00:00
2024-10-31 00:00:00+00:00,1343330000.0,0.92,2024-12-15 00:00:00+00:00
2025-01-31 00:00:00+00:00,1676920000.0,1.89,2025-03-17 00:00:00+00:00
2025-04-30 00:00:00+00:00,1351409000.0,0.68,2025-06-14 00:00:00+00:00
2025-07-31 00:00:00+00:00,1599838000.0,1.85,2025-09-14 00:00:00+00:00
