as_of,revenue,eps,available_at
2024-06-30 00:00:00+00:00,39071000000.0,5.16,2024-08-14 00:00:00+00:00
2024-09-30 00:00:00+00:00,40589000000.0,6.03,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,48385000000.0,8.02,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,42314000000.0,6.43,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,47516000000.0,7.14,2025-08-14 00:00:00+00:00
