as_of,eps,revenue,available_at
2024-07-31 00:00:00+00:00,0.04,28178091.0,2024-09-14 00:00:00+00:00
2024-10-31 00:00:00+00:00,-0.01,31019924.0,2024-12-15 00:00:00+00:00
2025-01-31 00:00:00+00:00,0.05054,34149223.0,2025-03-17 00:00:00+00:00
2025-04-30 00:00:00+00:00,,29398953.0,2025-06-14 00:00:00+00:00
2025-07-31 00:00:00+00:00,-0.08,27165134.0,2025-09-14 00:00:00+00:00
