as_of,eps,revenue,available_at
2024-06-30 00:00:00+00:00,0.81,105824000.0,2024-08-14 00:00:00+00:00
2025-06-30 00:00:00+00:00,0.9,119911000.0,2025-08-14 00:00:00+00:00
