as_of,revenue,eps,available_at
2024-06-30 00:00:00+00:00,1901959000.0,2.05,2024-08-14 00:00:00+00:00
2024-09-30 00:00:00+00:00,1649383000.0,1.64,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,1462001000.0,1.12,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,1595519000.0,1.3,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,1835374000.0,1.7,2025-08-14 00:00:00+00:00
