as_of,revenue,available_at
2024-06-30 00:00:00+00:00,14896000.0,2024-08-14 00:00:00+00:00
2024-09-30 00:00:00+00:00,14629000.0,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,15120000.0,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,13139000.0,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,16413000.0,2025-08-14 00:00:00+00:00
