as_of,eps,revenue,available_at
2024-03-31 00:00:00+00:00,-0.53,,2024-05-15 00:00:00+00:00
2024-06-30 00:00:00+00:00,-0.38,6139000.0,2024-08-14 00:00:00+00:00
2024-09-30 00:00:00+00:00,-0.31,6554000.0,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,,7046000.0,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,-0.47,6719000.0,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,-0.44,7381000.0,2025-08-14 00:00:00+00:00
