as_of,eps,revenue,available_at
2024-03-31 00:00:00+00:00,-0.044405,,2024-05-15 00:00:00+00:00
2024-06-30 00:00:00+00:00,-0.02,139777051.0,2024-08-14 00:00:00+00:00
2024-09-30 00:00:00+00:00,0.05181,-52792938.241999,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,,-8296063.028767,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,0.083851,23713725.709414,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,0.0,27053740.0,2025-08-14 00:00:00+00:00
