as_of,revenue,eps,available_at
2024-06-30 00:00:00+00:00,19266000.0,0.554,2024-08-14 00:00:00+00:00
2024-09-30 00:00:00+00:00,20524000.0,0.68,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,22227000.0,0.65,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,21800000.0,0.63,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,22537000.0,0.72,2025-08-14 00:00:00+00:00
