ticker,entry_day,exit_day,entry_px,exit_px,qty,ret,pnl,bars_held,exit_reason,is_stop
AAPL,2025-12-23,2026-01-07,271.0025027263725,260.35107044017127,22.0,-0.039303815201130465,-234.3315102964267,10,stop,True
AMZN,2025-12-12,2026-01-20,230.00791974326347,229.55736837494436,26.0,-0.001958851542251283,-11.71433557629689,25,stop,True
AAPL,2026-01-12,2026-01-20,259.31550205586854,246.00588472121348,23.0,-0.05132596095927788,-306.12119869706635,6,stop,True
NVDA,2025-12-23,2026-02-04,183.07978424056918,173.17405442062187,32.0,-0.0541060820070175,-316.98335423831395,29,stop,True
AMZN,2026-01-22,2026-02-05,234.19043562744665,224.55014518290517,25.0,-0.0411643217568346,-241.00726111353694,11,stop,True
AAPL,2026-01-27,2026-02-12,259.3255178274453,262.5270296496841,23.0,0.01234553332452637,73.63477191149207,13,stop,True
XOM,2025-12-22,2026-02-13,117.41040878444947,148.96224707985363,51.0,0.2687311850973051,1609.1437530656117,37,stop,True
XOM,2026-04-10,2026-06-05,154.13242576364274,149.8300379153552,39.0,-0.02791358033179281,-167.79312608321396,40,time_stop,False
AAPL,2026-04-10,2026-06-05,260.13600139204897,307.1555895039148,23.0,0.18075002252765082,1081.4505265729147,40,time_stop,False
XOM,2026-06-08,2026-06-15,151.2507082006802,139.51641359291654,40.0,-0.07758174984671506,-469.3717843105469,6,stop,True
AMZN,2026-06-03,2026-06-22,254.85281952328205,232.6584543357172,23.0,-0.08708699095062311,-510.4703993139914,13,stop,True
GOOGL,2026-06-03,2026-06-23,362.2472212723448,340.14489420860724,16.0,-0.061014483385424145,-353.637233019801,14,stop,True
GOOGL,2026-07-10,2026-07-23,357.7445212164875,320.61619288890023,16.0,-0.10378447782047018,-594.0532532413963,10,stop,True
AMZN,2026-07-13,2026-07-27,244.8268032545127,230.6782795278146,24.0,-0.05778992960991214,-339.56456944075444,11,stop,True
NVDA,2026-06-08,2026-08-04,210.30610169574211,211.81283740700823,28.0,0.007164488805208258,42.18859991545128,40,time_stop,False
XOM,2026-06-16,2026-08-12,140.27412495350728,159.65414030191806,43.0,0.13815816248958335,833.3406599816635,40,time_stop,False
